source_domain	source_id	source_path	sha256	source_kind	branch	worktree	commit	source_date	disposition	destination_docs	claim_ids	artifact_handles	lifecycle	availability	review_status	note
output	output:257a8d9666a0674cf8a85b859b57626488f3d8629d4f6f7d1d92e6bd8c421101	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_t_visual_region_route/current_surface_4anchors/heldout_confirmation_image19786_obj4/ledger_premerge_ckpt928__L20-21__H0-6-9-13_image19786__obj4.md	257a8d9666a0674cf8a85b859b57626488f3d8629d4f6f7d1d92e6bd8c421101	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/257a8d9666a0/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_t_visual_region_route/current_surface_4anchors/heldout_confirmation_image19786_obj4/ledger_premerge_ckpt928__L20-21__H0-6-9-13_image19786__obj4.md	historical_output	archived_snapshot	provenance_indexed	bytes=4511;source_path_count=1
output	output:25b74fd487ae40973255d02cd0ce7a7614c6a1e95f6d91b2b712b591da68e306	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_r_head_value_source_patch/current_surface_4anchors/gt14038_object21/sorted_pure_ce_closed_ckpt928_image14038__obj21.md	25b74fd487ae40973255d02cd0ce7a7614c6a1e95f6d91b2b712b591da68e306	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/25b74fd487ae/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_r_head_value_source_patch/current_surface_4anchors/gt14038_object21/sorted_pure_ce_closed_ckpt928_image14038__obj21.md	historical_output	archived_snapshot	provenance_indexed	bytes=7549;source_path_count=1
output	output:25bc3a25dd8786d0a3dea5dd3b9120915ea7f8a2ba157fe5dd3c877b9fe6ec38	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zt_visual_bridge_sublayer_mediation/selected_anchors/sorted_pure_ce_closed_ckpt928_image18380__obj17.md	25bc3a25dd8786d0a3dea5dd3b9120915ea7f8a2ba157fe5dd3c877b9fe6ec38	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/25bc3a25dd87/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zt_visual_bridge_sublayer_mediation/selected_anchors/sorted_pure_ce_closed_ckpt928_image18380__obj17.md	historical_output	archived_snapshot	provenance_indexed	bytes=5348;source_path_count=1
output	output:25c894adb26f8ae4a92233d56e8697039319bcac8484f365cacf96d3c4581912	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_a_registry/pair_diff.md	25c894adb26f8ae4a92233d56e8697039319bcac8484f365cacf96d3c4581912	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/25c894adb26f/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_a_registry/pair_diff.md	historical_output	archived_snapshot	provenance_indexed	bytes=4831;source_path_count=1
output	output:25f029496d2ab3b695f05f377b601a3be985b714f084c5836a1770bb174e9579	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzzzbm_early_history_patch_dose/ledger_postmerge_2299_target_alpha2_4/phase_bm_early_history_patch_summary.md	25f029496d2ab3b695f05f377b601a3be985b714f084c5836a1770bb174e9579	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/25f029496d2a/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzzzbm_early_history_patch_dose/ledger_postmerge_2299_target_alpha2_4/phase_bm_early_history_patch_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=12305;source_path_count=1
output	output:260db0078dcc0debaf2524283f89c5ede5d5dac353ebbf54f2514f1faff22d31	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_t_visual_region_route/current_surface_4anchors/gt_morphology_image14038_obj21/prefix_denoising_random_ckpt908__L20-21__H0-6-9-13_image14038__obj21.md	260db0078dcc0debaf2524283f89c5ede5d5dac353ebbf54f2514f1faff22d31	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/260db0078dcc/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_t_visual_region_route/current_surface_4anchors/gt_morphology_image14038_obj21/prefix_denoising_random_ckpt908__L20-21__H0-6-9-13_image14038__obj21.md	historical_output	archived_snapshot	provenance_indexed	bytes=4531;source_path_count=1
output	output:2620d932fa06e30d6bf1538c323224ce850f792558a1a0cf862a18481d39d370	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zr_val_failure_visual_bridge_mediation/selected_val_anchors/ledger_premerge_ckpt928_image5001__obj8.md	2620d932fa06e30d6bf1538c323224ce850f792558a1a0cf862a18481d39d370	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/2620d932fa06/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zr_val_failure_visual_bridge_mediation/selected_val_anchors/ledger_premerge_ckpt928_image5001__obj8.md	historical_output	archived_snapshot	provenance_indexed	bytes=7146;source_path_count=1
output	output:2625401a96144f11646298acf645874d0300b261478226b2d6aa1f8e2944adbe	outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/trajectory_hidden_delta_probe/full_boxend_shards_normed_lens/trajectory_hidden_delta_analysis.md	2625401a96144f11646298acf645874d0300b261478226b2d6aa1f8e2944adbe	markdown_output	-	-	-	not_dated	archive_output	10_inference_evaluation_and_artifact_lessons.md	-	snapshots/2625401a9614/outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/trajectory_hidden_delta_probe/full_boxend_shards_normed_lens/trajectory_hidden_delta_analysis.md	historical_output	archived_snapshot	provenance_indexed	bytes=1569;source_path_count=1
output	output:26333517369cc0ac18c8b9070bb7907dc98222dc771c36c3539089b92443c567	outputs/analysis/prefix_denoising_surgery_probing/fn_visual_value_component_basin_reduce/v2_val_14439_l16_h8h12h13_modes6_gpu0/fn_visual_value_component_basin_reduce.md	26333517369cc0ac18c8b9070bb7907dc98222dc771c36c3539089b92443c567	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/26333517369c/outputs/analysis/prefix_denoising_surgery_probing/fn_visual_value_component_basin_reduce/v2_val_14439_l16_h8h12h13_modes6_gpu0/fn_visual_value_component_basin_reduce.md	historical_output	archived_snapshot	provenance_indexed	bytes=14810;source_path_count=1
output	output:2667f0e5a615b898f3fc4571befa2e7d3b44d496578f27fcfbae136f0eab2d71	outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/object_step_value_region_continuation/v2_desc_first_strict_harmful_combined_dirproj_regions3_scales012_steps6_v1/trajectory_boundary_head_value_region_continuation.md	2667f0e5a615b898f3fc4571befa2e7d3b44d496578f27fcfbae136f0eab2d71	markdown_output	-	-	-	not_dated	archive_output	10_inference_evaluation_and_artifact_lessons.md	-	snapshots/2667f0e5a615/outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/object_step_value_region_continuation/v2_desc_first_strict_harmful_combined_dirproj_regions3_scales012_steps6_v1/trajectory_boundary_head_value_region_continuation.md	historical_output	archived_snapshot	provenance_indexed	bytes=6068;source_path_count=1
output	output:266dc0174815c900f1b08a927adf9c1868f7531a3640ebab3731bf02bf2ddb3b	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzzzbk_premerge_receiver_route/nonledger_target_from_premerge_pairs_multibucket_l14_l17_l24_l27/rollout_nearest_prior_attention_route_summary.md	266dc0174815c900f1b08a927adf9c1868f7531a3640ebab3731bf02bf2ddb3b	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/266dc0174815/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzzzbk_premerge_receiver_route/nonledger_target_from_premerge_pairs_multibucket_l14_l17_l24_l27/rollout_nearest_prior_attention_route_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=10715;source_path_count=1
output	output:269076ab13278d985123ff555923a7bfa26f61c70a356ba5211970bd824b73c3	outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/formation_readout_probe/v8_full_train_val_all_positions_teacher_forced_sharded4_alignfix/shards/shard_001-of-004/formation_readout_summary.md	269076ab13278d985123ff555923a7bfa26f61c70a356ba5211970bd824b73c3	markdown_output	-	-	-	not_dated	archive_output	09_training_and_runtime_lessons.md	-	snapshots/269076ab1327/outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/formation_readout_probe/v8_full_train_val_all_positions_teacher_forced_sharded4_alignfix/shards/shard_001-of-004/formation_readout_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=570;source_path_count=1
output	output:26a1026431ff3a4549605744e32f12b1bc7126692cf947359cbafddad294e7f1	outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/staged_slot_guided_delta_patch/v25_v3_per256_train_val_launch_filter_prevslot_afterx1y1_selfattn/staged_slot_guided_delta_summary.md	26a1026431ff3a4549605744e32f12b1bc7126692cf947359cbafddad294e7f1	markdown_output	-	-	-	not_dated	archive_output	09_training_and_runtime_lessons.md	-	snapshots/26a1026431ff/outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/staged_slot_guided_delta_patch/v25_v3_per256_train_val_launch_filter_prevslot_afterx1y1_selfattn/staged_slot_guided_delta_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=2758;source_path_count=1
output	output:26aca1a2c6d7a127919bd23f5762b405c3a012b9418de028fa9b436085eb2b6a	outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/trajectory_prefix_score_attention_join/full_coord_final_layer_perbucket4_v2/trajectory_prefix_score_attention_join.md	26aca1a2c6d7a127919bd23f5762b405c3a012b9418de028fa9b436085eb2b6a	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/26aca1a2c6d7/outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/trajectory_prefix_score_attention_join/full_coord_final_layer_perbucket4_v2/trajectory_prefix_score_attention_join.md	historical_output	archived_snapshot	provenance_indexed	bytes=8174;source_path_count=1
output	output:26c2be74db7832e37bc7fdf1eefb19da9f292a19e92d3d044e5685879fcb7b27	outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/trajectory_hidden_causal_activation_patch_probe/paired_basis_lattice_s16_t24_v1/bifurcation_analysis/trajectory_causal_patch_bifurcation_analysis.md;outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/trajectory_hidden_causal_activation_patch_probe/paired_basis_lattice_s16_t28_v1/bifurcation_analysis/trajectory_causal_patch_bifurcation_analysis.md	26c2be74db7832e37bc7fdf1eefb19da9f292a19e92d3d044e5685879fcb7b27	markdown_output	-	-	-	not_dated	archive_output	10_inference_evaluation_and_artifact_lessons.md	-	snapshots/26c2be74db78/outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/trajectory_hidden_causal_activation_patch_probe/paired_basis_lattice_s16_t24_v1/bifurcation_analysis/trajectory_causal_patch_bifurcation_analysis.md	historical_output	archived_snapshot	provenance_indexed	bytes=10761;source_path_count=2
output	output:26dca2d0b748d3d269e3904d02175216d1970ea2444239dc50226e3613cbca7c	outputs/analysis/prefix_denoising_surgery_probing/anchor_escape_y2_head_intervention/v1_12670_sorted_l23h6_l27h14_scales_gpu0/anchor_escape_y2_head_intervention.md	26dca2d0b748d3d269e3904d02175216d1970ea2444239dc50226e3613cbca7c	markdown_output	-	-	-	not_dated	archive_output	10_inference_evaluation_and_artifact_lessons.md	-	snapshots/26dca2d0b748/outputs/analysis/prefix_denoising_surgery_probing/anchor_escape_y2_head_intervention/v1_12670_sorted_l23h6_l27h14_scales_gpu0/anchor_escape_y2_head_intervention.md	historical_output	archived_snapshot	provenance_indexed	bytes=4772;source_path_count=1
output	output:26f314e62616948d0f0f7da7cdb2d4a9a97e192b7e0873bf437956f970ef6e99	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzc_cross_checkpoint_history_direction_transfer/current_surface_gt_morphology_image18380_obj17/image18380__obj17.md	26f314e62616948d0f0f7da7cdb2d4a9a97e192b7e0873bf437956f970ef6e99	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/26f314e62616/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzc_cross_checkpoint_history_direction_transfer/current_surface_gt_morphology_image18380_obj17/image18380__obj17.md	historical_output	archived_snapshot	provenance_indexed	bytes=42859;source_path_count=1
output	output:26fa69826b3763a79162d42f20c64fa9a23bec79327621a61e9788f53c4192cc	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzzzau_l26_head_content_direction_norm/calibrated_head_content_core/rollout_direct_handoff_source_calibrated_transplant_summary.md	26fa69826b3763a79162d42f20c64fa9a23bec79327621a61e9788f53c4192cc	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/26fa69826b37/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzzzau_l26_head_content_direction_norm/calibrated_head_content_core/rollout_direct_handoff_source_calibrated_transplant_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=8269;source_path_count=1
output	output:270c53a9e65f5ad5dc72355f18842a64d1cfbce431d513ec16fa880dbc1a77e3	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzo_rollout_head_ablation/current_surface_max8_l14_20_heads/ledger_premerge_ckpt928/rollout_head_ablation_summary.md	270c53a9e65f5ad5dc72355f18842a64d1cfbce431d513ec16fa880dbc1a77e3	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/270c53a9e65f/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzo_rollout_head_ablation/current_surface_max8_l14_20_heads/ledger_premerge_ckpt928/rollout_head_ablation_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=6881;source_path_count=1
output	output:270dadc9a58b83d763135a061ffe4662a38bdb777f7f2f5c7ec133b68072499b	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzzzah_direct_handoff_layerwise_panel/pair2/rollout_direct_handoff_state_patch_summary.md	270dadc9a58b83d763135a061ffe4662a38bdb777f7f2f5c7ec133b68072499b	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/270dadc9a58b/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzzzah_direct_handoff_layerwise_panel/pair2/rollout_direct_handoff_state_patch_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=6648;source_path_count=1
output	output:270f86cc1bedc706262e4d08d439ac54af44ccf5f1ec34df7d77ea84cb34b335	outputs/analysis/prefix_denoising_surgery_probing/fn_visual_value_region_probe/v13_16228_random_obj16_obj51_generated_region_l16_l24_selected_heads_scales_gpu7/fn_visual_value_region_probe.md	270f86cc1bedc706262e4d08d439ac54af44ccf5f1ec34df7d77ea84cb34b335	markdown_output	-	-	-	not_dated	archive_output	10_inference_evaluation_and_artifact_lessons.md	-	snapshots/270f86cc1bed/outputs/analysis/prefix_denoising_surgery_probing/fn_visual_value_region_probe/v13_16228_random_obj16_obj51_generated_region_l16_l24_selected_heads_scales_gpu7/fn_visual_value_region_probe.md	historical_output	archived_snapshot	provenance_indexed	bytes=8969;source_path_count=1
output	output:271d2c700438ad6bd524c51d1226781415fa76532ee485f84aeda1127ae455da	outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/shards/shard-02-of-08/phase3_masking/phase3_masking_delta_report.md	271d2c700438ad6bd524c51d1226781415fa76532ee485f84aeda1127ae455da	markdown_output	-	-	-	not_dated	archive_output	10_inference_evaluation_and_artifact_lessons.md	-	snapshots/271d2c700438/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/shards/shard-02-of-08/phase3_masking/phase3_masking_delta_report.md	historical_output	archived_snapshot	provenance_indexed	bytes=1004;source_path_count=1
output	output:2730428f7c89380d27ea9d6a300fffa7c856258d2cd5e4c1c04721c1cd18dfe5	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzzzat_l26_source_gain_head_decomposition/head_gain_pair0/rollout_direct_handoff_source_gain_surgery_summary.md	2730428f7c89380d27ea9d6a300fffa7c856258d2cd5e4c1c04721c1cd18dfe5	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/2730428f7c89/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzzzat_l26_source_gain_head_decomposition/head_gain_pair0/rollout_direct_handoff_source_gain_surgery_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=18329;source_path_count=1
output	output:27359e4f4f6142cd8bd43637d66d44cbbd78c00346f0873fc677e3613166bc1a	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_m_edited_history_residual_patch/gt14038_object21/sorted_pure_ce_closed_ckpt928_image14038__obj21.md	27359e4f4f6142cd8bd43637d66d44cbbd78c00346f0873fc677e3613166bc1a	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/27359e4f4f61/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_m_edited_history_residual_patch/gt14038_object21/sorted_pure_ce_closed_ckpt928_image14038__obj21.md	historical_output	archived_snapshot	provenance_indexed	bytes=2576;source_path_count=1
output	output:2784dbb52dd9965359ff4767a37f5940490a5750f668b2b9d8574b8d62e5e51f	outputs/analysis/prefix_denoising_surgery_probing/anchor_escape_y2_head_intervention/v1_smoke_one_row_l27h14_gpu0/anchor_escape_y2_head_intervention.md	2784dbb52dd9965359ff4767a37f5940490a5750f668b2b9d8574b8d62e5e51f	markdown_output	-	-	-	not_dated	archive_output	10_inference_evaluation_and_artifact_lessons.md	-	snapshots/2784dbb52dd9/outputs/analysis/prefix_denoising_surgery_probing/anchor_escape_y2_head_intervention/v1_smoke_one_row_l27h14_gpu0/anchor_escape_y2_head_intervention.md	historical_output	archived_snapshot	provenance_indexed	bytes=1061;source_path_count=1
output	output:2784fe5bf4c72061eafa69e015b170cef41722d252af4d8503cde1593d3c3587	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zr_val_failure_visual_bridge_mediation/selected_val_anchors_summary/visual_bridge_anchor_taxonomy.md	2784fe5bf4c72061eafa69e015b170cef41722d252af4d8503cde1593d3c3587	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/2784fe5bf4c7/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zr_val_failure_visual_bridge_mediation/selected_val_anchors_summary/visual_bridge_anchor_taxonomy.md	historical_output	archived_snapshot	provenance_indexed	bytes=2364;source_path_count=1
output	output:2786baab0990fe14ac11756498fa6f1fd6ae5a2bda4d5c9fd0256320f90db864	outputs/analysis/prefix_denoising_surgery_probing/fn_visual_value_component_basin_reduce/v5_16228_sorted_gt_neardup_l16_h8h12h13/fn_visual_value_component_basin_reduce.md	2786baab0990fe14ac11756498fa6f1fd6ae5a2bda4d5c9fd0256320f90db864	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/2786baab0990/outputs/analysis/prefix_denoising_surgery_probing/fn_visual_value_component_basin_reduce/v5_16228_sorted_gt_neardup_l16_h8h12h13/fn_visual_value_component_basin_reduce.md	historical_output	archived_snapshot	provenance_indexed	bytes=14725;source_path_count=1
output	output:27893be656dfb86786f8ad4d3f2ea209d4ece2f498b36afeee2a35e0e90173ba	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_x_history_counterfactual_batch/margin_only_summary/history_counterfactual_batch_summary.md	27893be656dfb86786f8ad4d3f2ea209d4ece2f498b36afeee2a35e0e90173ba	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/27893be656df/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_x_history_counterfactual_batch/margin_only_summary/history_counterfactual_batch_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=11111;source_path_count=1
output	output:27afb6aeeb765bc9f71e1bb7eaff0192b924964b0d6995c958e5b46f4b1fbb87	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzw_basin_readout/phase_zzzw_basin_readout_summary.md	27afb6aeeb765bc9f71e1bb7eaff0192b924964b0d6995c958e5b46f4b1fbb87	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/27afb6aeeb76/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzw_basin_readout/phase_zzzw_basin_readout_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=4531;source_path_count=1
output	output:27b07e0dc3ea2473cfd78a67061285dc23021ce3f5ff2b43267306c755df40bd	outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260611-092133/targeted_route_content_patch_record33_panel/x2_overcorrection_score_bias_patch_layer17_head1_duplicate_basin/sufficiency_summary/phase4_score_bias_sufficiency_summary.md	27b07e0dc3ea2473cfd78a67061285dc23021ce3f5ff2b43267306c755df40bd	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/27b07e0dc3ea/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260611-092133/targeted_route_content_patch_record33_panel/x2_overcorrection_score_bias_patch_layer17_head1_duplicate_basin/sufficiency_summary/phase4_score_bias_sufficiency_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=5316;source_path_count=1
output	output:27b7f53d450a16c71108cb938664018f3defc2b2bb9cb031c06f3a9196cf74e5	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzzzbg_history_variant_route_state_replay/shard06_pairs42_48/rollout_route_state_final_output_replay_summary.md	27b7f53d450a16c71108cb938664018f3defc2b2bb9cb031c06f3a9196cf74e5	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/27b7f53d450a/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzzzzbg_history_variant_route_state_replay/shard06_pairs42_48/rollout_route_state_final_output_replay_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=6921;source_path_count=1
output	output:27bdb5ebda457c7eb9f4d78f6635af3de1629141529d79237369645441cc4b34	outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzl_broad_head_writer_scan/current_surface_4anchors_l12_20/gt_17959_obj8_consensus/prefix_denoising_sorted_ckpt908_image17959__obj8.md	27bdb5ebda457c7eb9f4d78f6635af3de1629141529d79237369645441cc4b34	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/27bdb5ebda45/outputs/analysis/coverage_ledger_mechanistic_probing/ledger_vs_nonledger_v1/phase_zzl_broad_head_writer_scan/current_surface_4anchors_l12_20/gt_17959_obj8_consensus/prefix_denoising_sorted_ckpt908_image17959__obj8.md	historical_output	archived_snapshot	provenance_indexed	bytes=2837;source_path_count=1
output	output:27c9cc0375acc66838ae6b15a4ea4f698199b35050577e60b77d6c0341304116	outputs/analysis/prefix_denoising_surgery_probing/contrast_case_matrix/v1_val200_purece_control_selection/contrast_case_matrix.md;outputs/analysis/prefix_denoising_surgery_probing/contrast_case_matrix/v3_val200_purece_control_selection_canonical/contrast_case_matrix.md	27c9cc0375acc66838ae6b15a4ea4f698199b35050577e60b77d6c0341304116	markdown_output	-	-	-	not_dated	archive_output	10_inference_evaluation_and_artifact_lessons.md	-	snapshots/27c9cc0375ac/outputs/analysis/prefix_denoising_surgery_probing/contrast_case_matrix/v1_val200_purece_control_selection/contrast_case_matrix.md	historical_output	archived_snapshot	provenance_indexed	bytes=3432;source_path_count=2
output	output:27ee26072ec35be4bb594b4e0b83a830bcf25d5f1b995bbb5d5579e8416cf67f	outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/trajectory_hidden_causal_activation_patch_probe/paired_basis_adaptive_basin_topstates_s20_t28_v1/trajectory_hidden_causal_activation_patch_analysis.md	27ee26072ec35be4bb594b4e0b83a830bcf25d5f1b995bbb5d5579e8416cf67f	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/27ee26072ec3/outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/trajectory_hidden_causal_activation_patch_probe/paired_basis_adaptive_basin_topstates_s20_t28_v1/trajectory_hidden_causal_activation_patch_analysis.md	historical_output	archived_snapshot	provenance_indexed	bytes=5817;source_path_count=1
output	output:280663d7af8a3bb928f8ff626afb5c8ee23f66103a9eee9a853c880835c8ea48	outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/formation_failure_panel/v5_v17_per96_prex1_train_failure_val_analog_panel/formation_failure_panel_summary.md	280663d7af8a3bb928f8ff626afb5c8ee23f66103a9eee9a853c880835c8ea48	markdown_output	-	-	-	not_dated	archive_output	07_stage2_rollout_failure_registry.md	-	snapshots/280663d7af8a/outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/formation_failure_panel/v5_v17_per96_prex1_train_failure_val_analog_panel/formation_failure_panel_summary.md	historical_output	archived_snapshot	provenance_indexed	bytes=499;source_path_count=1
output	output:284754ba474565a7cca30f6963b892bd0881684c40907057992c293eff2cd7f7	outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_basin_candidate_promotions_layer17_head1_shortlist/candidate_qk_route_origin_summary/candidate_qk_route_origin_summary_report.md	284754ba474565a7cca30f6963b892bd0881684c40907057992c293eff2cd7f7	markdown_output	-	-	-	not_dated	archive_output	11_historical_result_registry.md	-	snapshots/284754ba4745/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_basin_candidate_promotions_layer17_head1_shortlist/candidate_qk_route_origin_summary/candidate_qk_route_origin_summary_report.md	historical_output	archived_snapshot	provenance_indexed	bytes=6057;source_path_count=1
output	output:2847eead58caf2269743a68ea34721f54dfd17d0b8d489b32c67715f09eadf66	outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/trajectory_boundary_head_value_region_intervention/source36_object14_y2_heads26_10_18_0_prectx_combined_local_family_fullsub_v1/trajectory_boundary_head_value_region_intervention.md	2847eead58caf2269743a68ea34721f54dfd17d0b8d489b32c67715f09eadf66	markdown_output	-	-	-	not_dated	archive_output	10_inference_evaluation_and_artifact_lessons.md	-	snapshots/2847eead58ca/outputs/analysis/autoregressive_binding_template_ablation/phase4_realized_behavior_bridge/trajectory_boundary_head_value_region_intervention/source36_object14_y2_heads26_10_18_0_prectx_combined_local_family_fullsub_v1/trajectory_boundary_head_value_region_intervention.md	historical_output	archived_snapshot	provenance_indexed	bytes=3622;source_path_count=1
